country,currency,currency_symbol,state,city,latitude,longitude,fiber_per_km,labor_per_km,connector_cost,maintenance_per_km,terrain_multiplier,estimated_total_project_cost
India,INR,₹,Tamil Nadu,Tiruchirappalli,0.0,0.0,38889,7509,1094,6011,1.35,750931
India,INR,₹,Tamil Nadu,Tirunelveli,0.0,0.0,25261,8861,1479,6303,1.25,662829
India,INR,₹,Tamil Nadu,Tiruppur,0.0,0.0,29398,7164,1764,3685,1.26,721769
India,INR,₹,Tamil Nadu,Tiruvallur,0.0,0.0,37733,6019,973,3386,1.1,687904
India,INR,₹,Tamil Nadu,Tiruvannamalai,0.0,0.0,35097,10453,1004,5129,1.24,722845
India,INR,₹,Tamil Nadu,Tiruvarur,0.0,0.0,35941,7506,863,3541,1.22,668519
India,INR,₹,Tamil Nadu,Vellore,0.0,0.0,33466,10204,984,5553,1.27,699405
India,INR,₹,Tamil Nadu,Viluppuram,0.0,0.0,32498,6054,1514,5102,1.18,715234
India,INR,₹,Tamil Nadu,Virudhunagar,0.0,0.0,41034,9228,1039,4606,1.14,782024
India,INR,₹,Telangana,Adilabad,0.0,0.0,42132,9787,1100,4884,1.4,812448
India,INR,₹,Telangana,Bhadradri Kothagudem,0.0,0.0,40648,6529,1530,6254,1.29,826894
India,INR,₹,Telangana,Hyderabad,0.0,0.0,84878,32870,5425,10035,1.85,2276901
India,INR,₹,Telangana,Jagtial,0.0,0.0,38897,7794,1114,4010,1.06,747442
India,INR,₹,Telangana,Jangaon,0.0,0.0,26899,6344,1204,6465,1.08,611841
India,INR,₹,Telangana,Jayashankar Bhoopalpally,0.0,0.0,31323,8995,1072,5615,1.05,672691
India,INR,₹,Telangana,Jogulamba Gadwal,0.0,0.0,29361,11725,1800,5636,1.24,791212
India,INR,₹,Telangana,Kamareddy,0.0,0.0,37530,11677,793,4203,1.0,730449
India,INR,₹,Telangana,Karimnagar,0.0,0.0,34111,10033,1524,3640,1.11,776528
India,INR,₹,Telangana,Khammam,0.0,0.0,28851,7711,735,5073,1.36,574359
India,INR,₹,Telangana,Komaram Bheem Asifabad,0.0,0.0,41292,7549,1161,5047,1.4,785477
India,INR,₹,Telangana,Mahabubabad,0.0,0.0,46567,8907,1342,3481,1.14,884393
India,INR,₹,Telangana,Mahabubnagar,0.0,0.0,35262,8342,1290,4058,1.13,737038
India,INR,₹,Telangana,Mancherial,0.0,0.0,35505,11921,909,6631,1.01,738617
India,INR,₹,Telangana,Medak,0.0,0.0,46074,10299,1743,3973,1.39,957791
India,INR,₹,Telangana,Medchal,0.0,0.0,27771,9429,1552,5635,1.05,707375
India,INR,₹,Telangana,Nagarkurnool,0.0,0.0,42175,7746,1194,5975,1.17,808027
India,INR,₹,Telangana,Nalgonda,0.0,0.0,44087,9642,1675,3736,1.24,914678
India,INR,₹,Telangana,Nirmal,0.0,0.0,47450,8591,1369,4961,1.06,902647
India,INR,₹,Telangana,Nizamabad,0.0,0.0,30085,10570,1176,3420,1.17,681360
India,INR,₹,Telangana,Peddapalli,0.0,0.0,44526,7577,1405,3315,1.07,852561
India,INR,₹,Telangana,Rajanna Sircilla,0.0,0.0,48067,7031,1107,6415,1.05,859301
India,INR,₹,Telangana,Rangareddy,0.0,0.0,25374,7006,1234,6103,1.17,604175
India,INR,₹,Telangana,Sangareddy,0.0,0.0,48901,10464,1277,4101,1.36,924435
India,INR,₹,Telangana,Siddipet,0.0,0.0,25886,9106,980,3011,1.26,581959
India,INR,₹,Telangana,Suryapet,0.0,0.0,43238,6599,736,4562,1.39,731254
India,INR,₹,Telangana,Vikarabad,0.0,0.0,47103,8763,1679,3549,1.2,939987
India,INR,₹,Telangana,Wanaparthy,0.0,0.0,48100,6788,1168,6763,1.02,867671
India,INR,₹,Telangana,Warangal (Rural),0.0,0.0,28003,8868,943,6325,1.17,615527
India,INR,₹,Telangana,Warangal (Urban),0.0,0.0,57471,12287,3433,9023,1.49,1397161
India,INR,₹,Telangana,Yadadri Bhuvanagiri,0.0,0.0,29093,11103,1445,6553,1.38,731867
India,INR,₹,Tripura,Dhalai,0.0,0.0,43723,10610,1429,5807,1.15,895381
India,INR,₹,Tripura,Gomati,0.0,0.0,43640,6411,1623,6065,1.37,874387
India,INR,₹,Tripura,Khowai,0.0,0.0,25814,6086,1318,3774,1.13,599370
India,INR,₹,Tripura,North Tripura,0.0,0.0,64294,20097,2890,10207,1.35,1497227
India,INR,₹,Tripura,Sepahijala,0.0,0.0,28083,9731,1107,5032,1.25,644978
India,INR,₹,Tripura,South Tripura,0.0,0.0,61527,12809,2981,11566,1.42,1397012
India,INR,₹,Tripura,Unakoti,0.0,0.0,27206,10206,1059,4331,1.09,629449
India,INR,₹,Tripura,West Tripura,0.0,0.0,40259,6692,1679,3872,1.32,834622
India,INR,₹,Uttarakhand,Almora,0.0,0.0,25660,10467,1154,6731,1.02,640279
India,INR,₹,Uttarakhand,Bageshwar,0.0,0.0,27542,6129,1598,3248,1.22,659992
India,INR,₹,Uttarakhand,Chamoli,0.0,0.0,36123,7676,1552,5209,1.14,784433
India,INR,₹,Uttarakhand,Champawat,0.0,0.0,36227,10169,1350,4821,1.22,783357
India,INR,₹,Uttarakhand,Dehradun,0.0,0.0,43110,6401,1427,4692,1.34,831642
India,INR,₹,Uttarakhand,Haridwar,0.0,0.0,30508,10843,1183,4814,1.26,697732
India,INR,₹,Uttarakhand,Nainital,0.0,0.0,46231,6579,1311,4357,1.09,852155
India,INR,₹,Uttarakhand,Pauri Garhwal,0.0,0.0,25027,9833,1071,6677,1.11,612355
India,INR,₹,Uttarakhand,Pithoragarh,0.0,0.0,35482,9918,876,3479,1.16,693595
India,INR,₹,Uttarakhand,Rudraprayag,0.0,0.0,26435,8738,1783,3104,1.31,705046
India,INR,₹,Uttarakhand,Tehri Garhwal,0.0,0.0,29328,11107,1277,5031,1.35,701925
India,INR,₹,Uttarakhand,Udham Singh Nagar,0.0,0.0,43324,11165,1006,4044,1.23,824988
India,INR,₹,Uttarakhand,Uttarkashi,0.0,0.0,34474,9019,1103,5579,1.17,715261
India,INR,₹,Uttar Pradesh,Agra,0.0,0.0,26326,11774,1578,3867,1.1,713235
India,INR,₹,Uttar Pradesh,Aligarh,0.0,0.0,35308,7258,868,5445,1.08,668217
India,INR,₹,Uttar Pradesh,Allahabad,0.0,0.0,34644,9352,1590,4773,1.38,790317
India,INR,₹,Uttar Pradesh,Ambedkar Nagar,0.0,0.0,36802,8181,1510,5714,1.14,794866
India,INR,₹,Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar),0.0,0.0,33479,7937,862,3993,1.18,646257
India,INR,₹,Uttar Pradesh,Amroha (J.P. Nagar),0.0,0.0,27048,6683,863,3885,1.16,553647
India,INR,₹,Uttar Pradesh,Auraiya,0.0,0.0,41311,10378,1652,3461,1.02,885373
India,INR,₹,Uttar Pradesh,Azamgarh,0.0,0.0,28902,6386,943,5753,1.38,593671
India,INR,₹,Uttar Pradesh,Baghpat,0.0,0.0,29627,7813,1678,5403,1.12,727995
India,INR,₹,Uttar Pradesh,Bahraich,0.0,0.0,39730,8818,1547,4227,1.4,835761
India,INR,₹,Uttar Pradesh,Ballia,25.8749595,84.1210329,33888,9150,757,6096,1.37,660486
India,INR,₹,Uttar Pradesh,Balrampur,27.4476988,82.3956245,48067,10674,1387,6450,1.37,945192
India,INR,₹,Uttar Pradesh,Banda,25.4438537,80.5595237,47060,9490,1346,6072,1.36,910860
India,INR,₹,Uttar Pradesh,Barabanki,26.9421406,81.3856087,45054,6222,1132,3763,1.01,803927
India,INR,₹,Uttar Pradesh,Bareilly,28.4582345,79.4047452,41568,9422,812,4643,1.33,756895
India,INR,₹,Uttar Pradesh,Basti,26.8387083,82.5350919,32977,8219,1009,6300,1.29,677202
India,INR,₹,Uttar Pradesh,Bhadohi,25.424304,82.4883923,47566,9386,1200,4964,1.25,888244
India,INR,₹,Uttar Pradesh,Bijnor,29.4074203,78.4821406,40896,8119,780,3647,1.34,723415
India,INR,₹,Uttar Pradesh,Budaun,28.0367001,79.1234,40447,11111,1655,4038,1.26,887136
India,INR,₹,Uttar Pradesh,Bulandshahr,28.3874073,77.9743805,34532,6584,919,4214,1.14,652312
India,INR,₹,Uttar Pradesh,Chandauli,25.125695,83.2494601,34128,9024,1141,4091,1.32,709429
India,INR,₹,Uttar Pradesh,Chitrakoot,25.217139,81.1045927,38921,7338,736,5049,1.12,690753
India,INR,₹,Uttar Pradesh,Deoria,26.4239911,83.7638578,29244,6017,1195,6938,1.33,637072
India,INR,₹,Uttar Pradesh,Etah,27.5550357,78.5992221,29572,6027,1580,6170,1.22,695038
India,INR,₹,Uttar Pradesh,Etawah,26.7155629,79.0917098,39088,11024,953,3563,1.4,762109
India,INR,₹,Uttar Pradesh,Faizabad,0.0,0.0,36115,11467,741,5732,1.08,710794
India,INR,₹,Uttar Pradesh,Farrukhabad,0.0,0.0,41832,6364,1781,4359,1.32,867297
India,INR,₹,Uttar Pradesh,Fatehpur,0.0,0.0,41100,6806,757,3296,1.29,704902
India,INR,₹,Uttar Pradesh,Firozabad,0.0,0.0,41265,9836,1144,6385,1.21,816737
India,INR,₹,Uttar Pradesh,Gautam Buddha Nagar,0.0,0.0,31807,7206,1666,4469,1.02,740401
India,INR,₹,Uttar Pradesh,Ghaziabad,0.0,0.0,38650,7245,1550,6177,1.2,814125
India,INR,₹,Uttar Pradesh,Ghazipur,0.0,0.0,33640,6581,1613,5819,1.32,753697
India,INR,₹,Uttar Pradesh,Gonda,0.0,0.0,48669,8441,1761,5909,1.29,979015
India,INR,₹,Uttar Pradesh,Gorakhpur,0.0,0.0,37143,10523,1086,6133,1.27,765557
India,INR,₹,Uttar Pradesh,Hamirpur,0.0,0.0,43528,6910,1790,4201,1.19,894761
India,INR,₹,Uttar Pradesh,Hapur (Panchsheel Nagar),0.0,0.0,29971,11869,1660,6316,1.15,782660
India,INR,₹,Uttar Pradesh,Hardoi,0.0,0.0,41274,6936,1071,6608,1.02,772210
India,INR,₹,Uttar Pradesh,Hathras,0.0,0.0,27622,10950,1250,5392,1.07,677324
India,INR,₹,Uttar Pradesh,Jalaun,0.0,0.0,35354,8492,973,3062,1.15,687412
India,INR,₹,Uttar Pradesh,Jaunpur,0.0,0.0,33444,7686,1177,4554,1.14,692880
India,INR,₹,Uttar Pradesh,Jhansi,0.0,0.0,28443,11769,1549,5864,1.16,744214
India,INR,₹,Uttar Pradesh,Kannauj,0.0,0.0,47736,9809,791,3735,1.07,827865
India,INR,₹,Uttar Pradesh,Kanpur Dehat,0.0,0.0,30758,11199,1019,4364,1.22,678154
India,INR,₹,Uttar Pradesh,Kanpur Nagar,0.0,0.0,33134,7638,1440,3303,1.37,721779
India,INR,₹,Uttar Pradesh,Kanshiram Nagar (Kasganj),0.0,0.0,42424,6583,1431,4038,1.19,822924
India,INR,₹,Uttar Pradesh,Kaushambi,0.0,0.0,47920,8130,1472,5415,1.29,920475
India,INR,₹,Uttar Pradesh,Kushinagar (Padrauna),0.0,0.0,28142,6227,1786,6998,1.2,715318
India,INR,₹,Uttar Pradesh,Lakhimpur - Kheri,0.0,0.0,40783,10424,1156,5330,1.32,814534
India,INR,₹,Uttar Pradesh,Lalitpur,0.0,0.0,28363,7673,1631,3311,1.38,693637
India,INR,₹,Uttar Pradesh,Lucknow,0.0,0.0,75657,20007,4880,18068,2.07,1970308
India,INR,₹,Uttar Pradesh,Maharajganj,0.0,0.0,28399,11588,1584,4607,1.36,740479
India,INR,₹,Uttar Pradesh,Mahoba,0.0,0.0,38131,11849,934,4709,1.19,763405
India,INR,₹,Uttar Pradesh,Mainpuri,0.0,0.0,47609,8673,866,6668,1.28,838624
India,INR,₹,Uttar Pradesh,Mathura,0.0,0.0,49003,8061,1402,6090,1.33,925518
India,INR,₹,Uttar Pradesh,Mau,0.0,0.0,32044,10147,1225,3346,1.31,706772
India,INR,₹,Uttar Pradesh,Meerut,0.0,0.0,34936,7425,1370,6756,1.17,747612
India,INR,₹,Uttar Pradesh,Mirzapur,0.0,0.0,33991,10699,872,5838,1.37,696270
India,INR,₹,Uttar Pradesh,Moradabad,0.0,0.0,49782,8184,708,3936,1.06,821472
India,INR,₹,Uttar Pradesh,Muzaffarnagar,0.0,0.0,40712,7806,790,6923,1.37,735331
India,INR,₹,Uttar Pradesh,Pilibhit,0.0,0.0,42074,11330,880,5737,1.11,801533
India,INR,₹,Uttar Pradesh,Pratapgarh,0.0,0.0,25173,8515,1562,3740,1.07,657256
India,INR,₹,Uttar Pradesh,RaeBareli,0.0,0.0,41195,8282,1268,5292,1.12,810384
India,INR,₹,Uttar Pradesh,Rampur,0.0,0.0,39820,8789,1764,4710,1.35,871458
India,INR,₹,Uttar Pradesh,Saharanpur,0.0,0.0,29813,7697,893,5920,1.04,613670
India,INR,₹,Uttar Pradesh,Sambhal (Bhim Nagar),0.0,0.0,49332,8492,816,5660,1.27,844588
India,INR,₹,Uttar Pradesh,Sant Kabir Nagar,0.0,0.0,35625,11664,1397,6499,1.12,809513
India,INR,₹,Uttar Pradesh,Shahjahanpur,0.0,0.0,35681,8225,1559,6109,1.15,791267
India,INR,₹,Uttar Pradesh,Shamali (Prabuddh Nagar),0.0,0.0,27447,9305,889,4746,1.31,598104
India,INR,₹,Uttar Pradesh,Shravasti,0.0,0.0,45455,8568,1245,3189,1.13,850971
India,INR,₹,Uttar Pradesh,Siddharth Nagar,0.0,0.0,31246,9901,1649,4024,1.18,761234
India,INR,₹,Uttar Pradesh,Sitapur,0.0,0.0,41062,11316,744,5094,1.02,765606
India,INR,₹,Uttar Pradesh,Sonbhadra,0.0,0.0,29824,11906,1383,5282,1.24,734620
India,INR,₹,Uttar Pradesh,Sultanpur,0.0,0.0,35168,7390,994,4202,1.31,680806
India,INR,₹,Uttar Pradesh,Unnao,0.0,0.0,44642,6545,1276,3938,1.02,825334
India,INR,₹,Uttar Pradesh,Varanasi,0.0,0.0,36244,10745,1770,3001,1.3,844373
India,INR,₹,West Bengal,Alipurduar,0.0,0.0,30264,10910,1642,3142,1.01,756098
India,INR,₹,West Bengal,Bankura,0.0,0.0,32263,8373,1647,5010,1.27,759732
India,INR,₹,West Bengal,Birbhum,0.0,0.0,35957,7183,882,6846,1.14,684210
India,INR,₹,West Bengal,Burdwan (Bardhaman),0.0,0.0,46858,6685,1213,3579,1.09,842361
India,INR,₹,West Bengal,Cooch Behar,0.0,0.0,38820,7631,1096,5626,1.25,749942
India,INR,₹,West Bengal,Dakshin Dinajpur (South Dinajpur),0.0,0.0,53986,21392,1864,10213,1.35,1235201
India,INR,₹,West Bengal,Darjeeling,0.0,0.0,27282,7545,1368,3758,1.26,641914
India,INR,₹,West Bengal,Hooghly,0.0,0.0,30351,10691,1242,4920,1.18,703404
India,INR,₹,West Bengal,Howrah,0.0,0.0,49540,11132,848,6682,1.28,888674
India,INR,₹,West Bengal,Jalpaiguri,0.0,0.0,25984,7310,1232,3693,1.38,602793
India,INR,₹,West Bengal,Kalimpong,0.0,0.0,27455,6124,988,5769,1.14,579993
India,INR,₹,West Bengal,Kolkata,0.0,0.0,104454,35043,6516,27868,1.99,2790704
India,INR,₹,West Bengal,Malda,0.0,0.0,46136,9893,712,5163,1.11,804963
India,INR,₹,West Bengal,Murshidabad,0.0,0.0,48524,11415,1137,4566,1.37,912648
India,INR,₹,West Bengal,Nadia,0.0,0.0,48493,11277,872,6663,1.26,881355
India,INR,₹,West Bengal,North 24 Parganas,0.0,0.0,60269,21258,3052,11093,1.78,1491589
India,INR,₹,West Bengal,Paschim Medinipur (West Medinipur),0.0,0.0,34296,11747,709,5594,1.02,686836
India,INR,₹,West Bengal,Purba Medinipur (East Medinipur),0.0,0.0,37049,9074,894,6264,1.13,718896
India,INR,₹,West Bengal,Purulia,0.0,0.0,25710,11192,1681,3173,1.03,710839
India,INR,₹,West Bengal,South 24 Parganas,0.0,0.0,72504,15466,1756,7180,1.82,1354940
India,INR,₹,West Bengal,Uttar Dinajpur (North Dinajpur),0.0,0.0,62582,16374,3331,14379,1.33,1519017
